scene_id,im_id,obj_id,score,R,t,time
58, 1051, 8, 1, -0.18966428935527802 0.7704519033432007 -0.608630895614624 0.8929312825202942 0.39312124252319336 0.2193838506937027 0.40829041600227356 -0.5018562078475952 -0.7625215649604797 , 61.18476763367653 138.7311965227127 772.4944949150085, -1
58, 1051, 11, 1, -0.5169928073883057 -0.854783296585083 0.04543241113424301 -0.2657064199447632 0.1097986102104187 -0.9577808380126953 0.8137066960334778 -0.5072374939918518 -0.28388646245002747 , -1.0613077320158482 16.99843816459179 889.1207575798035, -1
58, 1068, 3, 1, -0.6234256625175476 0.781548261642456 -0.02286202646791935 0.23659221827983856 0.1606946885585785 -0.9582281708717346 -0.7452276945114136 -0.6027931571006775 -0.285089373588562 , 144.29768919944763 87.95204758644104 773.879885673523, -1
58, 1068, 7, 1, 0.7091867923736572 0.3897685706615448 -0.5874814391136169 0.6061128973960876 -0.7626947164535522 0.22566312551498413 -0.36011266708374023 -0.516117513179779 -0.7771369218826294 , 97.66095131635666 130.2439272403717 772.8967070579529, -1
58, 1068, 8, 1, -0.1953977346420288 0.7614654302597046 -0.6180537939071655 0.8921575546264648 0.3997235894203186 0.21041879057884216 0.4072771668434143 -0.5102857351303101 -0.757452130317688 , 54.175518453121185 139.32853937149048 766.0550475120544, -1
58, 1068, 11, 1, -0.5486094951629639 -0.8346894383430481 0.04817952588200569 -0.26140934228897095 0.11650735139846802 -0.9581707119941711 0.7941617369651794 -0.5382561087608337 -0.2821126878261566 , -5.6756786070764065 16.820324584841728 883.024275302887, -1
58, 1072, 3, 1, -0.6154720783233643 0.7877582311630249 -0.02512098103761673 0.24071040749549866 0.15752482414245605 -0.9577288031578064 -0.7505016326904297 -0.5955023169517517 -0.2865737974643707 , 140.8897489309311 85.92334389686584 772.4137306213379, -1
58, 1072, 7, 1, 0.7136639952659607 0.3884216845035553 -0.5829342603683472 0.6025521159172058 -0.7647935152053833 0.22808291018009186 -0.3572320342063904 -0.5140228867530823 -0.7798498272895813 , 94.68893706798553 128.4075230360031 771.605908870697, -1
58, 1072, 8, 1, -0.19489489495754242 0.7640100121498108 -0.6150647401809692 0.8922584652900696 0.398509681224823 0.21228455007076263 0.40729689598083496 -0.5074235796928406 -0.7593619227409363 , 51.22740566730499 137.34251260757446 764.6855711936951, -1
58, 1072, 11, 1, -0.5219858884811401 -0.851673424243927 0.04672461748123169 -0.25895947217941284 0.10604449361562729 -0.9600493311882019 0.8126934766769409 -0.5132319331169128 -0.2759025990962982 , -9.146387688815594 15.708213672041893 881.7752599716187, -1
58, 1082, 3, 1, -0.6129299402236938 0.7899278402328491 -0.01819106750190258 0.2272346168756485 0.15417493879795074 -0.96155846118927 -0.7567570805549622 -0.5935015678405762 -0.27399736642837524 , 135.412335395813 88.82606774568558 768.1221961975098, -1
58, 1082, 7, 1, 0.7065651416778564 0.3890555500984192 -0.5911020040512085 0.603119969367981 -0.7680051922798157 0.2154397815465927 -0.3701513409614563 -0.5087276101112366 -0.7772930264472961 , 88.90552818775177 130.87187707424164 767.0615315437317, -1
58, 1082, 8, 1, -0.19035321474075317 0.7606983184814453 -0.6205671429634094 0.8951376080513 0.3940497934818268 0.20845557749271393 0.40310609340667725 -0.5158127546310425 -0.7559383511543274 , 45.51267996430397 139.52895998954773 760.5955600738525, -1
58, 1082, 11, 1, -0.5163894295692444 -0.8547496199607849 0.052392859011888504 -0.2619372606277466 0.09940578788518906 -0.9599515795707703 0.8153101801872253 -0.5094326734542847 -0.2752228081226349 , -14.196561649441719 18.511734902858734 878.5243034362793, -1
58, 1084, 3, 1, -0.616359531879425 0.7870588302612305 -0.025290818884968758 0.23610995709896088 0.15407194197177887 -0.9594340324401855 -0.7512344717979431 -0.5973275899887085 -0.280796080827713 , 135.82439720630646 86.75204962491989 767.4337029457092, -1
58, 1084, 7, 1, 0.7111817002296448 0.38706469535827637 -0.5868569612503052 0.6039329171180725 -0.7636712789535522 0.22819170355796814 -0.3598409593105316 -0.5167080760002136 -0.7768701910972595 , 89.01853114366531 128.8238763809204 766.714870929718, -1
58, 1084, 8, 1, -0.1853831261396408 0.7612780332565308 -0.6213604807853699 0.8951632380485535 0.3916669189929962 0.21279002726078033 0.40535852313041687 -0.5167714357376099 -0.7540767192840576 , 45.93125358223915 137.83644139766693 760.0225210189819, -1
58, 1084, 11, 1, -0.5241991877555847 -0.8501626253128052 0.04938154295086861 -0.26116105914115906 0.10529400408267975 -0.9595353603363037 0.8105615377426147 -0.5158842206001282 -0.2772243916988373 , -14.405722729861736 17.018191516399384 877.6976466178894, -1
58, 1094, 3, 1, -0.6143627762794495 0.7881863117218018 -0.03634365275502205 0.2565844655036926 0.15601599216461182 -0.9538465738296509 -0.7461387515068054 -0.5953329801559448 -0.2980867624282837 , 136.75741851329803 79.20704782009125 762.7241015434265, -1
58, 1094, 7, 1, 0.716196596622467 0.3805769979953766 -0.5849987864494324 0.600863516330719 -0.7626355886459351 0.23947857320308685 -0.35500091314315796 -0.5230181217193604 -0.7748718857765198 , 89.94562178850174 122.55281955003738 762.4125480651855, -1
58, 1094, 8, 1, -0.17881645262241364 0.7630034685134888 -0.6211686730384827 0.8908495306968689 0.39354565739631653 0.22695617377758026 0.4176265597343445 -0.5127841234207153 -0.7500935792922974 , 46.98982834815979 131.4903050661087 755.9977769851685, -1
58, 1094, 11, 1, -0.5203285813331604 -0.8532384037971497 0.035247668623924255 -0.26192229986190796 0.12016945332288742 -0.9575783014297485 0.8128069639205933 -0.5074873566627502 -0.286009818315506 , -13.221974484622478 9.462299756705761 873.7612962722778, -1
58, 1097, 3, 1, -0.6165839433670044 0.7865867614746094 -0.03325172886252403 0.24579524993896484 0.15220405161380768 -0.9572975635528564 -0.7479364275932312 -0.5984273552894592 -0.2871858477592468 , 135.9274387359619 77.39638537168503 761.1337304115295, -1
58, 1097, 7, 1, 0.7134240865707397 0.3767133057117462 -0.590857982635498 0.6007971167564392 -0.7628135681152344 0.2390780746936798 -0.36065056920051575 -0.5255497694015503 -0.7705379724502563 , 89.71274644136429 119.96404826641083 761.4780068397522, -1
58, 1097, 8, 1, -0.1817205399274826 0.7629968523979187 -0.6203334331512451 0.8915991187095642 0.39392203092575073 0.22333060204982758 0.4147636294364929 -0.512505054473877 -0.7518708109855652 , 46.52468487620354 129.04056906700134 755.2487850189209, -1
58, 1097, 11, 1, -0.5205214619636536 -0.8531185388565063 0.03530062362551689 -0.26527610421180725 0.12228178977966309 -0.9563867449760437 0.8115947842597961 -0.5071842074394226 -0.2899622917175293 , -13.20727914571762 8.119434118270874 872.6515173912048, -1
58, 1113, 3, 1, -0.6131888628005981 0.7886105179786682 -0.045747723430395126 0.2710149884223938 0.15562447905540466 -0.9499115943908691 -0.7419907450675964 -0.5948734879493713 -0.3091524541378021 , 124.51522052288055 57.63017013669014 761.2369060516357, -1
58, 1113, 7, 1, 0.7223504781723022 0.36996185779571533 -0.5842413902282715 0.599942147731781 -0.7554440498352051 0.26338937878608704 -0.34391772747039795 -0.540770411491394 -0.7676509618759155 , 78.37235927581787 101.01329535245895 761.5358829498291, -1
58, 1113, 8, 1, -0.17530739307403564 0.7733282446861267 -0.6092873215675354 0.8871415853500366 0.39243781566619873 0.24284222722053528 0.42690417170524597 -0.49795210361480713 -0.7548487782478333 , 35.72966530919075 111.15748435258865 755.5109262466431, -1
58, 1113, 11, 1, -0.5475443005561829 -0.836567759513855 0.01868881657719612 -0.26917847990989685 0.15494577586650848 -0.9505444169044495 0.7922992706298828 -0.5254958271980286 -0.31002578139305115 , -26.887236163020134 -11.440752074122429 869.6825504302979, -1
58, 1129, 3, 1, -0.6074649691581726 0.7919361591339111 -0.06183270737528801 0.2871955931186676 0.14638713002204895 -0.9466199278831482 -0.7406113147735596 -0.5927966833114624 -0.3163657486438751 , 122.21130728721619 49.13869500160217 758.095383644104, -1
58, 1129, 7, 1, 0.726401686668396 0.3535226583480835 -0.5893743634223938 0.5896444916725159 -0.7611289024353027 0.27018922567367554 -0.3530718684196472 -0.5437873005867004 -0.7613379955291748 , 77.44342088699341 93.50225329399109 759.5409750938416, -1
58, 1129, 8, 1, -0.15659591555595398 0.7746374011039734 -0.6127110123634338 0.8861040472984314 0.38419365882873535 0.2592584192752838 0.43623098731040955 -0.5023267865180969 -0.7465723156929016 , 34.81220826506615 104.0283814072609 753.3580660820007, -1
58, 1129, 11, 1, -0.542751669883728 -0.839891791343689 0.0015866809990257025 -0.2720892131328583 0.1740405559539795 -0.9464024305343628 0.7945993542671204 -0.5140931010246277 -0.32298609614372253 , -28.859943151474 -17.86608248949051 867.2401309013367, -1
58, 1144, 3, 1, -0.6190143823623657 0.7807857394218445 -0.08482228964567184 0.3032500147819519 0.13798914849758148 -0.9428671598434448 -0.7244727611541748 -0.6093706488609314 -0.3221904933452606 , 120.42281776666641 46.58934101462364 756.5527558326721, -1
58, 1144, 7, 1, 0.7358400821685791 0.3267047107219696 -0.5931301116943359 0.5759720802307129 -0.7625712752342224 0.29451850056648254 -0.35608339309692383 -0.5583449602127075 -0.74930340051651 , 76.32970064878464 91.24799817800522 758.1777572631836, -1
58, 1144, 8, 1, -0.137816920876503 0.7768682837486267 -0.614395797252655 0.8887081146240234 0.37084993720054626 0.26956984400749207 0.43726885318756104 -0.5088673233985901 -0.7415187358856201 , 33.445242792367935 103.11604291200638 752.5328397750854, -1
58, 1144, 11, 1, -0.5072782039642334 -0.8616353869438171 -0.015910638496279716 -0.2633565068244934 0.17257454991340637 -0.9491372108459473 0.8205559849739075 -0.4772864282131195 -0.3144606351852417 , -31.025094911456108 -18.90464872121811 867.3771619796753, -1
58, 1146, 3, 1, -0.6053298711776733 0.7916857600212097 -0.0825173407793045 0.29757577180862427 0.12893255054950714 -0.9459517002105713 -0.7382575869560242 -0.5971682667732239 -0.3136332929134369 , 119.15356665849686 46.82270437479019 756.3420534133911, -1
58, 1146, 7, 1, 0.735298216342926 0.3299957513809204 -0.5919793844223022 0.5755471587181091 -0.7652658820152283 0.28829437494277954 -0.3578856587409973 -0.5526943802833557 -0.7526267170906067 , 75.14123618602753 91.97971224784851 757.9149007797241, -1
58, 1146, 8, 1, -0.1336211860179901 0.7771264314651489 -0.6149956583976746 0.8889538049697876 0.3682973086833954 0.2722466289997101 0.4380713999271393 -0.5103248953819275 -0.7400417327880859 , 32.62554854154587 103.55737060308456 752.438485622406, -1
58, 1146, 11, 1, -0.5197904109954834 -0.8537872433662415 -0.02941999025642872 -0.25781509280204773 0.18960514664649963 -0.9474075436592102 0.8144627213478088 -0.4848683476448059 -0.31867411732673645 , -31.735282391309738 -17.587730661034584 867.569088935852, -1
58, 1164, 3, 1, -0.6188514828681946 0.7800111770629883 -0.09276481717824936 0.2998802065849304 0.12545247375965118 -0.9456920623779297 -0.7260129451751709 -0.6130611896514893 -0.3115464150905609 , 120.50261348485947 47.33516275882721 752.2814273834229, -1
58, 1164, 7, 1, 0.7349433898925781 0.3205098807811737 -0.5976049304008484 0.5683347582817078 -0.7718717455863953 0.28497314453125 -0.3699377179145813 -0.5490787625312805 -0.7494387626647949 , 76.80061459541321 92.91314333677292 753.986120223999, -1
58, 1164, 8, 1, -0.1255786418914795 0.7747675180435181 -0.6196491122245789 0.8917326927185059 0.3618851602077484 0.27175742387771606 0.434790700674057 -0.518434464931488 -0.736330509185791 , 34.29616987705231 104.56614941358566 748.9298582077026, -1
58, 1164, 11, 1, -0.4962179362773895 -0.8676621913909912 -0.030498936772346497 -0.25369423627853394 0.1785050481557846 -0.9506710171699524 0.8303055167198181 -0.4640025198459625 -0.30869823694229126 , -29.54779379069805 -16.130078583955765 865.5257225036621, -1
58, 1167, 3, 1, -0.6126635074615479 0.7849020957946777 -0.09258551150560379 0.30346250534057617 0.12545372545719147 -0.9445484280586243 -0.7297629117965698 -0.6067867279052734 -0.3150491714477539 , 120.04927545785904 47.149889171123505 751.2677311897278, -1
58, 1167, 7, 1, 0.736642599105835 0.3156554400920868 -0.5980963706970215 0.5654504299163818 -0.772614598274231 0.2886739671230316 -0.37097638845443726 -0.5508432388305664 -0.7476282119750977 , 76.78190618753433 93.10469776391983 753.2230019569397, -1
58, 1167, 8, 1, -0.12171033769845963 0.7760401964187622 -0.6188281178474426 0.8923337459564209 0.35857272148132324 0.27416443824768066 0.434657484292984 -0.5188323855400085 -0.7361288070678711 , 34.1121070086956 105.05368560552597 748.3280301094055, -1
58, 1167, 11, 1, -0.49642661213874817 -0.8674482703208923 -0.033074621111154556 -0.255902498960495 0.18264397978782654 -0.9492917060852051 0.8295024633407593 -0.4627898335456848 -0.3126515746116638 , -29.818417504429817 -16.029581427574158 865.3090000152588, -1
58, 1177, 3, 1, -0.6147758960723877 0.7827564477920532 -0.09665975719690323 0.2998492121696472 0.1186109334230423 -0.9465843439102173 -0.7294801473617554 -0.6109203696250916 -0.3076280653476715 , 111.90249025821686 43.061092495918274 750.4816055297852, -1
58, 1177, 7, 1, 0.7404145002365112 0.3062078356742859 -0.5983501672744751 0.5585142374038696 -0.775560200214386 0.2942247986793518 -0.3739626109600067 -0.5520355701446533 -0.7452576160430908 , 69.192074239254 89.08964693546295 752.9750466346741, -1
58, 1177, 8, 1, -0.11831238865852356 0.7764179110527039 -0.6190131306648254 0.8950374126434326 0.35334712266921997 0.2721283733844757 0.43001189827919006 -0.5218437910079956 -0.7367283701896667 , 26.19286999106407 101.40261054039001 748.1108903884888, -1
58, 1177, 11, 1, -0.49252447485923767 -0.8693538308143616 -0.040537647902965546 -0.2548336386680603 0.18859785795211792 -0.9484148621559143 0.8321534395217896 -0.4567873179912567 -0.31442973017692566 , -38.789644837379456 -18.942108377814293 864.2526865005493, -1
58, 1180, 3, 1, -0.6131349205970764 0.7838554978370667 -0.09816485643386841 0.29868122935295105 0.11498352140188217 -0.947400689125061 -0.7313377857208252 -0.6102044582366943 -0.3046233057975769 , 110.40675640106201 42.48930886387825 750.47767162323, -1
58, 1180, 7, 1, 0.7410358786582947 0.3018432855606079 -0.5997973084449768 0.5565643310546875 -0.7758306860923767 0.2971917688846588 -0.37563565373420715 -0.554055392742157 -0.7429133653640747 , 67.91698932647705 88.50166201591492 752.3279190063477, -1
58, 1180, 8, 1, -0.10696250945329666 0.7825716733932495 -0.6133029460906982 0.8967562317848206 0.3423347473144531 0.2804195284843445 0.4294033944606781 -0.519989013671875 -0.7383930087089539 , 24.91656504571438 101.10361874103546 747.1103072166443, -1
58, 1180, 11, 1, -0.5180085301399231 -0.8545547127723694 -0.037461988627910614 -0.25040918588638306 0.19337743520736694 -0.9486308693885803 0.8179013133049011 -0.48201799392700195 -0.3141595423221588 , -40.137603878974915 -18.837468698620796 863.816499710083, -1
58, 1278, 3, 1, -0.6266452670097351 0.7747771143913269 -0.08388116210699081 0.27341732382774353 0.11778614670038223 -0.9546566009521484 -0.7297660708427429 -0.6211656928062439 -0.28564760088920593 , 92.3888310790062 36.76724061369896 728.0671000480652, -1
58, 1278, 7, 1, 0.7246173024177551 0.3167940080165863 -0.6120222210884094 0.5665420293807983 -0.7794749140739441 0.267299622297287 -0.39237698912620544 -0.5404262542724609 -0.7442981600761414 , 48.82565513253212 81.84033632278442 730.6655645370483, -1
58, 1278, 8, 1, -0.12779828906059265 0.766514778137207 -0.6293827295303345 0.8952054977416992 0.3623177111148834 0.2594861686229706 0.4269365072250366 -0.5302649736404419 -0.7324918508529663 , 5.829178262501955 93.10001879930496 725.8264422416687, -1
58, 1278, 11, 1, -0.5107778310775757 -0.8594707250595093 -0.020396143198013306 -0.25281137228012085 0.17283500730991364 -0.9519529342651367 0.821700930595398 -0.48108017444610596 -0.305564284324646 , -55.684398859739304 -25.994323194026947 845.7149267196655, -1
58, 1511, 3, 1, -0.7201666235923767 0.6897513270378113 -0.07485606521368027 0.22998695075511932 0.13554096221923828 -0.963708758354187 -0.654573380947113 -0.7112468481063843 -0.25624585151672363 , 76.72793418169022 31.818382441997528 706.0245871543884, -1
58, 1511, 7, 1, 0.6450533270835876 0.2821691334247589 -0.7101314663887024 0.5856768488883972 -0.7794694304466248 0.2222835123538971 -0.49080416560173035 -0.559292197227478 -0.6680593490600586 , 31.430840492248535 75.01665502786636 712.1059894561768, -1
58, 1511, 8, 1, -0.1149429902434349 0.6757967472076416 -0.7280704975128174 0.9007326364517212 0.3799687922000885 0.21048608422279358 0.41888996958732605 -0.6316032409667969 -0.6523869633674622 , -12.374792248010635 84.60109680891037 712.2624516487122, -1
58, 1511, 11, 1, -0.3722853362560272 -0.9278257489204407 -0.023301128298044205 -0.25430935621261597 0.126120924949646 -0.9588642120361328 0.8925976157188416 -0.3510453701019287 -0.282907634973526 , -52.748072892427444 -34.694407135248184 840.1395082473755, -1
58, 1529, 3, 1, -0.7302228212356567 0.6792968511581421 -0.0730087086558342 0.2243339717388153 0.13746178150177002 -0.9647685885429382 -0.6453284025192261 -0.720874547958374 -0.2527671158313751 , 64.60455805063248 38.69599476456642 710.4372382164001, -1
58, 1529, 7, 1, 0.6459944844245911 0.2838147282600403 -0.7086186408996582 0.5828505158424377 -0.7828475832939148 0.2177964150905609 -0.4929264783859253 -0.5537140369415283 -0.6711367964744568 , 19.23363283276558 82.3056772351265 715.8607840538025, -1
58, 1529, 8, 1, -0.12052427232265472 0.682135820388794 -0.7212244868278503 0.9029467701911926 0.3772237002849579 0.2058870643377304 0.4125058948993683 -0.6264128684997559 -0.6613969206809998 , -24.813760071992874 91.83895587921143 715.947151184082, -1
58, 1529, 11, 1, -0.42115485668182373 -0.9069693088531494 -0.00592509051784873 -0.2473997175693512 0.12116113305091858 -0.9613081216812134 0.8725948929786682 -0.4033937156200409 -0.27541157603263855 , -65.76091051101685 -25.830144062638283 843.5803055763245, -1
58, 1549, 3, 1, -0.7331082224845886 0.6753183603286743 -0.08060632646083832 0.23105768859386444 0.13583704829216003 -0.9634109735488892 -0.6396598219871521 -0.7249091863632202 -0.2556208372116089 , 59.51964482665062 40.797822177410126 711.8903398513794, -1
58, 1549, 7, 1, 0.6477876305580139 0.28058841824531555 -0.70826655626297 0.5803313255310059 -0.7840558290481567 0.22016367316246033 -0.4935450553894043 -0.5536484718322754 -0.6707358360290527 , 14.429774135351181 84.73321050405502 717.5504565238953, -1
58, 1549, 8, 1, -0.11363254487514496 0.6760930418968201 -0.7280011177062988 0.904464066028595 0.3736180067062378 0.2058018147945404 0.41113561391830444 -0.6350651383399963 -0.653956949710846 , -29.508940875530243 94.38873827457428 717.8093194961548, -1
58, 1549, 11, 1, -0.3516622483730316 -0.935794472694397 -0.02494971454143524 -0.24394027888774872 0.11733641475439072 -0.9626656770706177 0.9037846922874451 -0.3324471712112427 -0.2695407569408417 , -70.08679211139679 -23.94934557378292 847.0264077186584, -1
58, 1584, 3, 1, -0.7432695627212524 0.6616302132606506 -0.09897379577159882 0.2186700999736786 0.10045702755451202 -0.9706141352653503 -0.6322450041770935 -0.7430705428123474 -0.21934545040130615 , 59.57702174782753 65.00674784183502 719.0025448799133, -1
58, 1584, 7, 1, 0.6493613719940186 0.2660560607910156 -0.7124208807945251 0.5664098858833313 -0.794317901134491 0.21963372826576233 -0.5074537992477417 -0.5461439490318298 -0.6664962768554688 , 15.07576648145914 109.65666174888611 724.6612906455994, -1
58, 1584, 8, 1, -0.09613586217164993 0.67569500207901 -0.7308857440948486 0.912398099899292 0.35331931710243225 0.2066287249326706 0.3978540003299713 -0.6469942927360535 -0.6504694819450378 , -28.496814891695976 119.51737105846405 724.8058319091797, -1
58, 1584, 11, 1, -0.3362441956996918 -0.9411845207214355 -0.03333970159292221 -0.22936776280403137 0.11617545783519745 -0.966381847858429 0.9134166836738586 -0.31729331612586975 -0.25494062900543213 , -68.74438375234604 3.0709835700690746 857.0538759231567, -1
58, 1599, 3, 1, -0.7392380833625793 0.662102222442627 -0.12307530641555786 0.25055721402168274 0.10076886415481567 -0.9628428816795349 -0.6250982880592346 -0.7426076531410217 -0.2403867542743683 , 68.69770586490631 61.64276972413063 719.794511795044, -1
58, 1599, 7, 1, 0.6511089205741882 0.2495434582233429 -0.716788113117218 0.558011531829834 -0.7975462675094604 0.22922232747077942 -0.5144708752632141 -0.5492247939109802 -0.6585376858711243 , 24.67310056090355 106.7868173122406 726.5403270721436, -1
58, 1599, 8, 1, -0.0814492478966713 0.6688749194145203 -0.7388994693756104 0.9131916761398315 0.3471014201641083 0.2135455161333084 0.39930829405784607 -0.6573637127876282 -0.6390820145606995 , -18.462330102920532 117.58780479431152 727.3252010345459, -1
58, 1599, 11, 1, -0.33691808581352234 -0.9400749802589417 -0.05239250510931015 -0.2279115915298462 0.13542039692401886 -0.9642185568809509 0.9135329723358154 -0.3129218518733978 -0.25987955927848816 , -58.681149035692215 1.4265606878325343 859.7819805145264, -1
58, 1614, 3, 1, -0.7477379441261292 0.6516236066818237 -0.12757225334644318 0.2568042576313019 0.10662764310836792 -0.9605634212493896 -0.6123230457305908 -0.7510107159614563 -0.24706928431987762 , 77.02884823083878 58.22499468922615 721.9520807266235, -1
58, 1614, 7, 1, 0.6422863602638245 0.24834506213665009 -0.7251158356666565 0.5605021119117737 -0.7974653244018555 0.2233523428440094 -0.5227862596511841 -0.549885094165802 -0.6513990759849548 , 32.891422510147095 103.0527874827385 729.7297716140747, -1
58, 1614, 8, 1, -0.07367415726184845 0.6571487784385681 -0.7501516938209534 0.9117589592933655 0.34914708137512207 0.21631433069705963 0.4040638506412506 -0.6680206060409546 -0.6248843669891357 , -9.914424270391464 113.40588331222534 731.0113310813904, -1
58, 1614, 11, 1, -0.31967678666114807 -0.9460805654525757 -0.05232994630932808 -0.2344701737165451 0.13249514997005463 -0.9630517959594727 0.9180580377578735 -0.2955954968929291 -0.26418325304985046 , -47.9828305542469 -3.101582173258066 863.5963797569275, -1
58, 1639, 3, 1, -0.7631708383560181 0.6361480951309204 -0.11351638287305832 0.24326680600643158 0.12008988112211227 -0.9624965786933899 -0.5986582636833191 -0.7621639370918274 -0.24640284478664398 , 79.8010304570198 59.469059109687805 731.83274269104, -1
58, 1639, 7, 1, 0.6253493428230286 0.2413405478000641 -0.7420867681503296 0.5686679482460022 -0.7921595573425293 0.22158576548099518 -0.5343734622001648 -0.5605694651603699 -0.6326190829277039 , 35.09099781513214 103.40333729982376 740.8929467201233, -1
58, 1639, 8, 1, -0.08368965983390808 0.6452115774154663 -0.759406328201294 0.9073918461799622 0.3643244802951813 0.209541454911232 0.41186901926994324 -0.671542763710022 -0.6159501075744629 , -8.543089032173157 113.2403165102005 742.8991794586182, -1
58, 1639, 11, 1, -0.30769258737564087 -0.9506176114082336 -0.04063916578888893 -0.24522235989570618 0.12049635499715805 -0.9619494676589966 0.9193429350852966 -0.2860190272331238 -0.2701885402202606 , -42.795587331056595 -5.421240348368883 874.4716644287109, -1
58, 1669, 3, 1, -0.7648426294326782 0.6350122690200806 -0.10851387679576874 0.24093598127365112 0.12574335932731628 -0.962360680103302 -0.597465991973877 -0.7621994018554688 -0.24917110800743103 , 81.41444623470306 55.17560616135597 740.700900554657, -1
58, 1669, 7, 1, 0.6238915324211121 0.2515089511871338 -0.7399340867996216 0.5774700045585632 -0.7863139510154724 0.21963278949260712 -0.5265807509422302 -0.5643169283866882 -0.6358136534690857 , 36.80821880698204 98.43961894512177 749.1190433502197, -1
58, 1669, 8, 1, -0.08640766888856888 0.642547070980072 -0.7613586187362671 0.9054895639419556 0.3693597912788391 0.20895512402057648 0.41547876596450806 -0.6713469624519348 -0.6137351393699646 , -6.347466260194778 108.32415521144867 751.3662576675415, -1
58, 1669, 11, 1, -0.28831517696380615 -0.956787645816803 -0.03783548250794411 -0.25433409214019775 0.11461454629898071 -0.960300862789154 0.9231406450271606 -0.26724642515182495 -0.27638885378837585 , -40.331799536943436 -11.018538847565651 882.9962015151978, -1
58, 1672, 3, 1, -0.7578938007354736 0.6437631845474243 -0.10566908121109009 0.23684178292751312 0.12059134244918823 -0.9640350341796875 -0.6078675985336304 -0.7556631565093994 -0.2438654601573944 , 82.04369992017746 56.97675794363022 742.153525352478, -1
58, 1672, 7, 1, 0.6199231743812561 0.24617476761341095 -0.7450459599494934 0.575019359588623 -0.7885921001434326 0.21788789331912994 -0.5338987708091736 -0.5634896755218506 -0.6304218769073486 , 37.576694041490555 100.73300451040268 750.8775591850281, -1
58, 1672, 8, 1, -0.08577969670295715 0.6409333348274231 -0.7627885341644287 0.9077977538108826 0.3657580614089966 0.2052416354417801 0.41054216027259827 -0.6748523116111755 -0.6132124662399292 , -6.0159070417284966 110.71914434432983 753.5473108291626, -1
58, 1672, 11, 1, -0.29149746894836426 -0.9558528661727905 -0.03707539662718773 -0.2516530156135559 0.11402249336242676 -0.9610772728919983 0.9228759407997131 -0.2708214521408081 -0.27378061413764954 , -39.01435434818268 -8.926119655370712 884.8344087600708, -1
58, 1684, 3, 1, -0.7565711736679077 0.6448723673820496 -0.10834905505180359 0.23399366438388824 0.11226474493741989 -0.9657347202301025 -0.6106117963790894 -0.7560001611709595 -0.2358323037624359 , 80.72709292173386 49.20819401741028 745.4996705055237, -1
58, 1684, 7, 1, 0.6217325329780579 0.23967356979846954 -0.7456576228141785 0.5760031938552856 -0.7850224375724792 0.2279474139213562 -0.5307250022888184 -0.5712234973907471 -0.6261267066001892 , 36.777496337890625 92.95310825109482 754.9286484718323, -1
58, 1684, 8, 1, -0.08323895186185837 0.640360951423645 -0.7635502219200134 0.9046563506126404 0.3698967695236206 0.21159671247005463 0.41793301701545715 -0.6731376051902771 -0.6100963950157166 , -6.914375349879265 103.06943207979202 757.7840089797974, -1
58, 1684, 11, 1, -0.28869205713272095 -0.9564648866653442 -0.04279948025941849 -0.25700506567955017 0.12047959864139557 -0.9588707089424133 0.9222825169563293 -0.26581865549087524 -0.28059789538383484 , -40.18677771091461 -16.65797457098961 888.3192539215088, -1
59, 1, 2, 1, 0.6456491351127625 0.7634739279747009 -0.015649549663066864 0.3358191251754761 -0.3022792637348175 -0.8921058773994446 -0.6858299970626831 0.5707318186759949 -0.4515555202960968 , -84.71935987472534 -60.35396456718445 997.0145225524902, -1
59, 1, 4, 1, 0.22974757850170135 0.9732442498207092 0.003418512176722288 0.4345104694366455 -0.09942781180143356 -0.8951618075370789 -0.8708711266517639 0.20714662969112396 -0.4457281231880188 , -61.957310885190964 87.70591020584106 837.7403616905212, -1
59, 1, 6, 1, 0.15395545959472656 -0.9878945350646973 -0.019022803753614426 -0.44274231791496277 -0.05176086723804474 -0.8951535820960999 0.8833327889442444 0.14623600244522095 -0.44535166025161743 , 47.076184302568436 70.90810686349869 935.7919692993164, -1
59, 1, 9, 1, 0.1597292572259903 -0.9871495366096497 0.004723495338112116 -0.437513142824173 -0.07508108764886856 -0.8960719704627991 0.8849117159843445 0.1410624086856842 -0.44388362765312195 , -66.69684499502182 53.85937541723251 922.7907061576843, -1
59, 1, 15, 1, 0.7795704007148743 0.041721243411302567 0.6249233484268188 -0.26469358801841736 -0.8823466897010803 0.3891034424304962 0.5676329731941223 -0.46874693036079407 -0.6768079996109009 , -21.056944504380226 -31.91355988383293 974.6190309524536, -1
59, 1, 18, 1, -0.9070958495140076 -0.2832077741622925 0.3114011585712433 0.40809839963912964 -0.410483181476593 0.8154504299163818 -0.10311703383922577 0.866773784160614 0.4879243075847626 , 30.238589271903038 133.02087783813477 839.091420173645, -1
59, 29, 2, 1, 0.6322392225265503 0.7746493220329285 -0.01385411899536848 0.34382376074790955 -0.2965504229068756 -0.8909788131713867 -0.6943046450614929 0.5585483312606812 -0.453833669424057 , -84.34291929006577 -65.12701511383057 996.023952960968, -1
59, 29, 4, 1, 0.20320892333984375 0.9791293144226074 0.0034448031801730394 0.43167877197265625 -0.08643192052841187 -0.8978769183158875 -0.8788397908210754 0.18394359946250916 -0.4402330219745636 , -64.22849744558334 82.79456943273544 837.0030522346497, -1
